file_name,caption
train/Deus Ex_ Invisible War/frame_0321.png,"a screenshot from a video game shows a hallway with a glass wall and an open door on the left, followed by a green wall on the right"
train/Deus Ex_ Invisible War/frame_0322.png,"a screenshot from a video game shows a room with a green wall and a blue and white pillow on the left, and a train on the right"
train/Deus Ex_ Invisible War/frame_0323.png,"a screenshot from a video game shows a room with a green wall and a blue and white pillow on the left, a bed in the center, and a green wall on the right the"
train/Deus Ex_ Invisible War/frame_0324.png,"a screenshot from a video game shows a room with a wood bed and a green wall, featuring a black handle on the left and a green wall on the right"
train/Deus Ex_ Invisible War/frame_0325.png,"a screenshot from a video game shows a room with a green wall on the left and a green floor on the right, there is a green and wood shelf with a black gun on it"
train/Deus Ex_ Invisible War/frame_0326.png,"a screenshot from a video game shows a room with green walls and a black bench on the left side on the right side, there is a green and blue wall with the text game,"
train/Deus Ex_ Invisible War/frame_0328.png,"a screenshot from a video game shows a room with green walls and a gray floor, featuring a black bag on the left and a green wall on the right"
train/Deus Ex_ Invisible War/frame_0329.png,"a screenshot from a video game shows a room with gray and green walls, a wood shelf, and a gray floor"
train/Deus Ex_ Invisible War/frame_0330.png,a screenshot from a video game shows a room with a green wall on the left and a gray floor on the right
train/Deus Ex_ Invisible War/frame_0331.png,"a screenshot from a video game shows a room with a leather and black couch, a green wall, and a blue and green carpet a black gun is visible on the left side of the"
train/Deus Ex_ Invisible War/frame_0332.png,"a screenshot from a video game shows a room with a green and blue wall, a black cat, and a black bag on the floor"
train/Deus Ex_ Invisible War/frame_0333.png,"a screenshot from a video game shows a person lying on the floor, with a black leg visible in the foreground and a green wall in the background"
train/Deus Ex_ Invisible War/frame_0334.png,"a screenshot from a video game shows a room with a green wall and a black camera on the left, and a glass door on the right the floor is visible in the foreground"
train/Deus Ex_ Invisible War/frame_0335.png,"a screenshot from a video game shows a room with a glass door and a white ceiling, illuminated by an on light a black backpack is visible on the left side of the image"
train/Deus Ex_ Invisible War/frame_0339.png,"a screenshot from a video game shows a man standing in front of a gray wall, with a red light in the background"
train/Deus Ex_ Invisible War/frame_0340.png,"a screenshot from a video game shows a person lying on the floor next to a green chair and a glass table, with a black leg visible in the foreground"
train/Deus Ex_ Invisible War/frame_0341.png,"a screenshot from a video game shows a black box and a white line on a green wall, with a blue reflection visible in the foreground"
train/Deus Ex_ Invisible War/frame_0342.png,"a screenshot from a video game shows a building with an arched entrance, illuminated by a round light on a tiled floor"
train/Deus Ex_ Invisible War/frame_0343.png,a screenshot from a video game shows a dark hallway with a green wall on the left and a dark ceiling on the right
train/Deus Ex_ Invisible War/frame_0344.png,a screenshot from a video game shows a room with green walls and a wood floor
train/Deus Ex_ Invisible War/frame_0345.png,a screenshot from a video game shows a tiled floor and a green wall in a room with a metal and silver handle on the left and a green wall on the right
train/Deus Ex_ Invisible War/frame_0346.png,"a screenshot from a video game shows a dark room with a green wall and a black floor, illuminated by a light"
train/Deus Ex_ Invisible War/frame_0347.png,"a screenshot from a video game shows a room with a wood door and a green wall, featuring a metal and black shelf and a metal and black shelf a yellow date is visible on the"
train/Deus Ex_ Invisible War/frame_0348.png,"a screenshot from a video game shows a room with a green wall and a wood cabinet on the left, and a black glove on the right"
train/Deus Ex_ Invisible War/frame_0349.png,"a screenshot from a video game shows a room with a green and wood wall, a black floor, and a black glove on the left side of the room, there is a green bottle"
train/Deus Ex_ Invisible War/frame_0350.png,"a screenshot from a video game shows a wooden door and a green wall in the background, with a black vent visible on the left side of the image the caption suggests that the player"
train/Deus Ex_ Invisible War/frame_0351.png,"a screenshot from a video game shows a staircase leading up to a room with a green and blue stair, a gray ceiling, and a black hand visible in the foreground"
train/Deus Ex_ Invisible War/frame_0352.png,"a screenshot from a video game shows a cityscape with tall buildings and a green wall in the foreground, set against a dark sky"
train/Deus Ex_ Invisible War/frame_0353.png,"a screenshot from a video game shows a tall building and a green wall in the background, with a black glove visible in the foreground"
train/Deus Ex_ Invisible War/frame_0355.png,"a screenshot from a video game shows a green wall in the background, with a black glove visible on the left side of the image"
train/Deus Ex_ Invisible War/frame_0356.png,"a screenshot from a video game shows a room with a white wall and ceiling, a green sign, and a black glove on the floor"
train/Deus Ex_ Invisible War/frame_0358.png,"a screenshot from a video game shows a black man standing in front of a blue wall, with an open door in the background"
train/Deus Ex_ Invisible War/frame_0359.png,"a screenshot from a video game shows a room with a green and blue wall, a black glove on the left, and a white and green sign on the right"
train/Deus Ex_ Invisible War/frame_0360.png,"a screenshot from a video game shows a room with a white door and a gray wall, featuring a blue and green ceiling and a green and blue wall the room is illuminated by a light"
train/Deus Ex_ Invisible War/frame_0361.png,"a screenshot from a video game shows a bathroom with a green wall and ceiling, a wood floor, and a wood door a light is visible on the left side of the image"
train/Deus Ex_ Invisible War/frame_0362.png,"a screenshot from a video game shows a room with a green wall and wood floor, featuring a wood shelf with a glass and green bottle, and another shelf with a glass and green bottle"
train/Deus Ex_ Invisible War/frame_0363.png,"a screenshot from a video game shows a room with various shelves, including a black and wood shelf, a wood shelf, and a black and wood shelf a yellow date is also visible in"
train/Deus Ex_ Invisible War/frame_0364.png,a screenshot from a video game shows a room with a wood floor and a yellow date on the floor
train/Deus Ex_ Invisible War/frame_0365.png,"a screenshot from a video game shows a room with a green wall and ceiling, a wood floor, and a green door a yellow date is visible on the wall"
train/Deus Ex_ Invisible War/frame_0367.png,"a screenshot from a video game shows a dark tunnel with a green wall and a light in the foreground, and a door in the background"
train/Deus Ex_ Invisible War/frame_0368.png,"a screenshot from a video game shows a building with a green wall and floor, illuminated by an on light, with a door in the foreground"
train/Deus Ex_ Invisible War/frame_0369.png,"a screenshot from a video game shows a room with two bottles of alcohol, one blue and white and the other white and blue, on the left side of the room the blue and white"
train/Deus Ex_ Invisible War/frame_0370.png,"a screenshot from a video game shows a black bottle with a blue and white label and a blue and white label on the left, and a black bottle with a blue and white label on"
train/Deus Ex_ Invisible War/frame_0372.png,"a screenshot from a video game shows a room with a green wall and ceiling, a blue wall, and a white paper on the floor a black hand is visible in the foreground"
train/Deus Ex_ Invisible War/frame_0373.png,"a screenshot from a video game shows a room with a green wall and a green and black lamp on the left, and a black shoe on the right"
train/Deus Ex_ Invisible War/frame_0374.png,"a screenshot from a video game shows a room with a green wall and a metal ladder on the left, and a green bench on the right the floor is visible in the foreground"
train/Deus Ex_ Invisible War/frame_0375.png,"a screenshot from a video game shows a room with a brown wooden door, a green wall, and a blue and green carpet a black bag is visible on the left side of the room"
train/Deus Ex_ Invisible War/frame_0376.png,"a screenshot from a video game shows a room with a glass door and a brown bench on the left, a blue and green wall in the center, and a black bag on the right"
train/Deus Ex_ Invisible War/frame_0377.png,"a screenshot from a video game shows a room with a blue and green floor, a small window, and a metal pole"
train/Deus Ex_ Invisible War/frame_0378.png,"a screenshot from a video game shows a circular object with a white background, surrounded by a red circle, a green circle, and a blue circle"
train/Deus Ex_ Invisible War/frame_0379.png,"a screenshot from a video game shows a room with a tiled floor and a green wall, featuring a black bag on the left"
train/Deus Ex_ Invisible War/frame_0380.png,"a screenshot from a video game shows a room with green walls and a tiled floor, featuring a green and blue chair"
train/Deus Ex_ Invisible War/frame_0381.png,"a screenshot from a video game shows a blue and purple dress hanging on a green wall, with a green window in the background"
train/Deus Ex_ Invisible War/frame_0383.png,a screenshot from a video game shows a room with a green wall and a wood and brown table with the text / / / / a black and gray bag is visible on the left side
train/Deus Ex_ Invisible War/frame_0384.png,a screenshot from a video game shows a room with a green wall and a brown wooden table with a gray and black bag on it a green chair is also visible in the room
train/Deus Ex_ Invisible War/frame_0386.png,"a screenshot from a video game shows a room with a green wall and a green chair on the left, a brown and wood table in the center, and a black bag on the right"
train/Deus Ex_ Invisible War/frame_0387.png,"a screenshot from a video game shows a room with a green wall and wood floor, featuring a large mirror on the left side of the room"
train/Deus Ex_ Invisible War/frame_0388.png,"a screenshot from a video game shows a room with a green wall and wood floor, featuring a large window on the left and a green wall on the right"
train/Deus Ex_ Invisible War/frame_0389.png,"a screenshot from a video game shows a blue wall with the text no, no, no, no, no, no, no, no, no, no, no, no,"
train/Deus Ex_ Invisible War/frame_0391.png,"a screenshot from a video game shows a glass door with a metal handle, revealing a dark floor and a wall in the background a yellow date is also visible in the scene"
train/Deus Ex_ Invisible War/frame_0392.png,"a screenshot from a video game shows a room with a green wall and ceiling, and a wall in the foreground"
train/Deus Ex_ Invisible War/frame_0393.png,"a screenshot from a video game shows a dark room with a green sign and blue ceiling, illuminated by a light a wall is visible on the left side of the image"
train/Deus Ex_ Invisible War/frame_0394.png,"a screenshot from a video game shows a brick wall and a neon sign in the background, with a building in the foreground"
train/Deus Ex_ Invisible War/frame_0395.png,"a screenshot from a video game shows a building in the background, with a light visible on the left side of the image"
train/Deus Ex_ Invisible War/frame_0396.png,"a screenshot from a video game shows a room with a tiled wall and ceiling, a green door, and a gray wall with the text the room is illuminated by a light and has a"
train/Deus Ex_ Invisible War/frame_0397.png,"a screenshot from a video game shows a glass door with a metal handle, revealing a view of a city street and a building in the background"
train/Deus Ex_ Invisible War/frame_0399.png,"a screenshot from a video game shows a hallway with a white door and ceiling, illuminated by an overhead light"
train/Deus Ex_ Invisible War/frame_0400.png,"a screenshot from a video game shows a hallway with a green ceiling and an on light, leading to a door"
train/Deus Ex_ Invisible War/frame_0401.png,"a screenshot from a video game shows a room with blue walls and a tiled floor, featuring a blue and glass wall on the left and a blue wall on the right"
train/Deus Ex_ Invisible War/frame_0402.png,a screenshot from a video game shows a room with a green floor and a glass wall displaying text related to the game the room also includes a mirror and a glass wall with text related to
train/Deus Ex_ Invisible War/frame_0403.png,"a screenshot from a video game shows a blue wall in the background, with no other objects visible in the image"
train/Deus Ex_ Invisible War/frame_0404.png,"a screenshot from a video game shows a room with a tiled ceiling and floor, featuring a black door and a glass door the room is illuminated by a yellow light and has a tiled wall"
train/Deus Ex_ Invisible War/frame_0405.png,"a screenshot from a video game shows a green wall and ceiling with a yellow pole in the foreground, and a green stair leading up to it the caption suggests that the player is"
train/Deus Ex_ Invisible War/frame_0406.png,"a screenshot from a video game shows a building with a glass window and a yellow pole in the foreground, with a staircase leading up to it the ceiling is visible in the background"
train/Deus Ex_ Invisible War/frame_0407.png,"a screenshot from a video game shows a room with yellow and green walls, a green floor, and a yellow pole in the foreground"
train/Deus Ex_ Invisible War/frame_0409.png,"a screenshot from a video game shows a building with a green wall and ceiling, illuminated by a blue light a door is visible on the left side of the image"
train/Deus Ex_ Invisible War/frame_0410.png,"a screenshot from a video game shows a hallway with a green wall and ceiling, a green door, and a blue and green door a white light is visible on the left side of the"
train/Deus Ex_ Invisible War/frame_0411.png,"a screenshot from a video game shows a man standing in front of a tiled ceiling, holding a large black gun, with a yellow light in the background"
train/Deus Ex_ Invisible War/frame_0412.png,"a screenshot from a video game shows a man in a black suit and blue tie standing in front of a green wall he wears black glasses and a black belt, and is accompanied by a"
train/Deus Ex_ Invisible War/frame_0414.png,"a screenshot from a video game shows two men standing in front of a gray wall, one wearing black glasses and pants, and the other with dark hair"
train/Deus Ex_ Invisible War/frame_0417.png,"a screenshot from a video game shows a man in a black suit standing in front of a gray wall, with a tree in the background he has dark hair and is wearing black pants,"
train/Deus Ex_ Invisible War/frame_0420.png,"a screenshot from a video game shows a man standing in a room with a white door and a black wall he wears a green shirt and stands on a brown floor, casting a long shadow"
train/Deus Ex_ Invisible War/frame_0421.png,"a screenshot from a video game shows a hallway with green and blue walls, a tiled ceiling, and a door"
train/Deus Ex_ Invisible War/frame_0424.png,"a screenshot from a video game shows a room with a green plant and a yellow pole on the left, a blue ceiling in the center, and a wall on the right"
train/Deus Ex_ Invisible War/frame_0425.png,"a screenshot from a video game shows a tunnel with brick and green walls, a blue ceiling, and a yellow line"
train/Deus Ex_ Invisible War/frame_0427.png,"a screenshot from a video game shows a room with a blue and green wall, a blue ceiling, and an on light the room has a gray floor and a blue wall with the text"
train/Deus Ex_ Invisible War/frame_0428.png,"a screenshot from a video game shows a staircase leading up to a building, with a green wall on the left and a dark ceiling on the right the stairs are made of concrete and green"
train/Deus Ex_ Invisible War/frame_0429.png,"a screenshot from a video game shows a man standing in front of a blue wall and ceiling, with a blue pool in the background a black sign is visible on the left side of the"
train/Deus Ex_ Invisible War/frame_0430.png,"a screenshot from a video game shows a man standing in front of a white ceiling, with a black chair in the foreground"
train/Deus Ex_ Invisible War/frame_0431.png,"a screenshot from a video game shows a man in a black jacket standing in front of a gray and white ceiling, with a green light visible in the background"
train/Deus Ex_ Invisible War/frame_0432.png,"a screenshot from a video game shows a black man standing in front of a gray wall, with a white and blue sign in the background"
train/Deus Ex_ Invisible War/frame_0433.png,"a screenshot from a video game shows a man standing in front of a blue and gray wall, with a white and gray ceiling in the background"
train/Deus Ex_ Invisible War/frame_0435.png,"a screenshot from a video game shows a man in a black jacket standing in front of a gray and white ceiling, with a green light visible in the background"
train/Devil May Cry 2/frame_0001.png,a screenshot from a video game shows a brick wall in the background
train/Devil May Cry 2/frame_0005.png,"a screenshot from a video game shows a stone building with arched windows and a door, set against a blue sky a person wearing a green hat stands in front of the building"
train/Devil May Cry 2/frame_0007.png,"a screenshot from a video game shows a man standing in front of a stone building with a small window, wearing a white shirt"
train/Devil May Cry 2/frame_0009.png,"a screenshot from a video game shows a character with blond hair wearing a black belt and a silver and white button, standing in front of a stone wall"
train/Devil May Cry 2/frame_0018.png,"a screenshot from a video game shows a character with gray hair and a black belt, wearing brown pants and a black glove, standing in front of a blurry poster another character with blond"
train/Devil May Cry 2/frame_0025.png,"a screenshot from a video game shows a stone wall and ceiling with a light in the foreground, there is a white and blue fish swimming in the water, while in the background,"
train/Devil May Cry 2/frame_0026.png,"a screenshot from a video game shows a room with a stone wall and ceiling, illuminated by an on light"
train/Devil May Cry 2/frame_0027.png,a screenshot from a video game shows a stone wall and ceiling in a room
train/Devil May Cry 2/frame_0028.png,a screenshot from a video game shows a dark room with a brown wooden door and a green rug on the floor
train/Devil May Cry 2/frame_0029.png,"a screenshot from a video game shows a stone and brick wall with a white clock in the foreground, and a white umbrella in the background"
train/Devil May Cry 2/frame_0032.png,"a screenshot from a video game shows a scene with a red light and a statue in the foreground, and a blue light in the background"
train/Devil May Cry 2/frame_0034.png,"a screenshot from a video game shows a character with a black head and blue face standing on a wood floor, with a black arm visible in the foreground"
train/Devil May Cry 2/frame_0036.png,"a screenshot from a video game shows a brick building and a metal pole in the background, with a green light in the foreground"
train/Devil May Cry 2/frame_0037.png,"a screenshot from a video game shows a blue and green light shining on a brick wall, with a white and blue sign in the background"
train/Devil May Cry 2/frame_0038.png,"a screenshot from a video game shows a brick building and a black metal pole in the background, with smoke billowing from a fire hydrant in the foreground"
train/Devil May Cry 2/frame_0039.png,"a screenshot from a video game shows smoke billowing from a building, with a metal and black pole and a metal and silver pole visible in the foreground, and a green wall in"
train/Devil May Cry 2/frame_0040.png,"a screenshot from a video game shows a brick building and a metal pole in the background, with smoke billowing from a fire hydrant in the foreground"
train/Devil May Cry 2/frame_0041.png,"a screenshot from a video game shows a brick building and a metal pole in the background, with smoke billowing from a fire hydrant in the foreground"
train/Devil May Cry 2/frame_0042.png,a screenshot from a video game shows a cityscape with tall buildings and a dark sky in the background a small window and a black and white sign are visible on one of the buildings
train/Devil May Cry 2/frame_0043.png,"a screenshot from a video game shows a brick building with a small window and a metal pole in the foreground, with smoke billowing out of its windows a white sign is visible in"
train/Devil May Cry 2/frame_0044.png,"a screenshot from a video game shows a cityscape with tall buildings and a dark sky in the foreground, there are two signs, one white and red and the other red and"
train/Devil May Cry 2/frame_0045.png,"a screenshot from a video game shows a cityscape with tall buildings and a metal pole in the foreground, while smoke billows from a fire hydrant in the background"
train/Devil May Cry 2/frame_0046.png,"a screenshot from a video game shows a building and a wall in the background, with a black wing visible in the foreground"
train/Devil May Cry 2/frame_0047.png,"a screenshot from a video game shows a wooden door and a building in the background, with a person wearing a white hat in the foreground"
train/Devil May Cry 2/frame_0048.png,"a screenshot from a video game shows a brick building with a small window and a door, adorned with a red umbrella in the foreground, a red umbrella can be seen, while in"
train/Devil May Cry 2/frame_0049.png,"a screenshot from a video game shows a ceiling with a white skull and a brown wooden door in the background, while a person wearing a purple and blue hat stands in front of the ceiling"
train/Devil May Cry 2/frame_0050.png,"a screenshot from a video game shows a cityscape with a tall building on the left, a street with parked cars on the right, and a building with a green roof in the"
train/Devil May Cry 2/frame_0051.png,"a screenshot from a video game shows an eagle perched on a branch, with its wings spread out and a black feather visible in the foreground"
train/Devil May Cry 2/frame_0052.png,"a screenshot from a video game shows a brown wooden chair and a brick wall in the background, with a brown leg visible in the foreground"
train/Devil May Cry 2/frame_0053.png,"a screenshot from a video game shows a building in the background, with a person wearing a white hat and black boots standing in front of it"
train/Devil May Cry 2/frame_0055.png,"a screenshot from a video game shows a ceiling with a clock and a red flag in the foreground, while a black and brown bird perches on a pole in the background"
train/Devil May Cry 2/frame_0056.png,"a screenshot from a video game shows the ceiling of a building, with a red light visible in the foreground"
train/Devil May Cry 2/frame_0057.png,"a screenshot from a video game shows a building in the background, with a white and black sign visible on the left"
train/Devil May Cry 2/frame_0059.png,"a screenshot from a video game shows a ceiling with a red and white sign and a white and red sign, with a black leg visible in the foreground"
train/Devil May Cry 2/frame_0060.png,a screenshot from a video game shows a building with a brown wooden door and a ceiling
train/Devil May Cry 2/frame_0061.png,"a screenshot from a video game shows a building in the background, with a black wing visible in the foreground"
train/Devil May Cry 2/frame_0063.png,"a screenshot from a video game shows a brick building and a black fence in the background, with a brown wooden bench in the foreground"
train/Devil May Cry 2/frame_0067.png,"a screenshot from a video game shows a brick building and a stone and brick building in the background, with a door in the foreground"
train/Devil May Cry 2/frame_0068.png,"a screenshot from a video game shows a metal stair leading up to a building, with a black poster in the foreground"
train/Devil May Cry 2/frame_0069.png,"a screenshot from a video game shows a black poster and a black and blue leg in the foreground, with a blue and black animal in the background the caption suggests that the player"
train/Devil May Cry 2/frame_0070.png,"a screenshot from a video game shows a person standing in front of a white wall, with a black and white cat on the left and a white dog on the right the person is wearing"
train/Devil May Cry 2/frame_0071.png,"a screenshot from a video game shows a black poster and a blue and green feather in the foreground, with a white and black sign in the background the caption suggests that the player"
train/Devil May Cry 2/frame_0072.png,"a screenshot from a video game shows a dark tunnel with a metal ceiling and a wall in the background, illuminated by an on light"
train/Devil May Cry 2/frame_0073.png,a screenshot from a video game shows a dark tunnel with a metal ceiling and a wall in the background a person wearing a white hat stands in the foreground
train/Devil May Cry 2/frame_0074.png,"a screenshot from a video game shows a room with a metal ceiling and walls, featuring a white line on the left and a wall on the right"
train/Devil May Cry 2/frame_0075.png,"a screenshot from a video game shows a wolf with a chain around its neck, featuring a white head, brown eye, and open mouth, with a metal and silver chain visible in the"
train/Devil May Cry 2/frame_0076.png,"a screenshot from a video game shows a blue and white fish swimming in a body of water, with a blue handle visible in the background"
train/Devil May Cry 2/frame_0077.png,"a screenshot from a video game shows two cats, one gray and one white, standing in front of a white poster the gray cat has a pointy ear and the white cat has a"
train/Devil May Cry 2/frame_0079.png,a screenshot from a video game shows a tiled floor with a white letter and a wood door in the background
train/Devil May Cry 2/frame_0080.png,"a screenshot from a video game shows a room with a wood door and a metal door on the left, a white line in the center, and a wall on the right"
train/Devil May Cry 2/frame_0084.png,"a screenshot from a video game shows the menu screen with various options displayed on the left side of the screen, there is a white background with a red and green text overlay on the"
train/Devil May Cry 2/frame_0085.png,"a screenshot from a video game shows two guns, one silver and one regular, with a red poster in the background"
train/Devil May Cry 2/frame_0086.png,"a screenshot from a video game shows the menu screen with various options displayed on the left side of the screen, there is a white background with a red and green text overlay on the"
train/Devil May Cry 2/frame_0087.png,"a screenshot from a video game shows a building and a wall in the background, with an orange surfboard visible in the foreground"
train/Devil May Cry 2/frame_0089.png,"a screenshot from a video game shows a fire engulfing a building, with a blurry tree in the background and a white sky above"
train/Devil May Cry 2/frame_0090.png,"a screenshot from a video game shows a cityscape with tall buildings and a blue sky in the background a white line marks the edge of the city, while a black train passes by"
train/Devil May Cry 2/frame_0091.png,"a screenshot from a video game shows a tall building in the background, with a person with blond hair and a black glove in the foreground"
train/Devil May Cry 2/frame_0092.png,"a screenshot from a video game shows a cityscape with a large building in the background, a yellow line marking the edge of the street, and a white and yellow line marking the"
train/Devil May Cry 2/frame_0093.png,"a screenshot from a video game shows a yellow line and a building in the background, with a white and yellow line visible in the foreground"
train/Devil May Cry 2/frame_0094.png,"a screenshot from a video game shows a brick building with glass windows and a brown door, featuring a metal pole in the foreground"
train/Devil May Cry 2/frame_0095.png,"a screenshot from a video game shows a fire engulfing a building, with a yellow and white line visible in the foreground"
train/Devil May Cry 2/frame_0096.png,"a screenshot from a video game shows a white line on the ground, with a wall in the background"
train/Devil May Cry 2/frame_0097.png,"a screenshot from a video game shows a blurry poster and a blue flower in the foreground, with a blurry object in the background"
train/Devil May Cry 2/frame_0098.png,"a screenshot from a video game shows a building with a white line on the left, a blue light in the center, and a white ceiling on the right"
train/Devil May Cry 2/frame_0101.png,"a screenshot from a video game shows a building with multiple windows, including a glass window on the left and a regular window on the right"
train/Devil May Cry 2/frame_0102.png,"a screenshot from a video game shows a brick building with a brown door and a metal pole in the foreground, and a yellow line running along the bottom of the building"
train/Devil May Cry 2/frame_0104.png,"a screenshot from a video game shows a fire engulfing a building, with a white and yellow line visible in the foreground"
train/Devil May Cry 2/frame_0105.png,"a screenshot from a video game shows a fire engulfing a cityscape, with a yellow line and metal pole visible in the foreground, and a parked car in the background"
train/Devil May Cry 2/frame_0106.png,"a screenshot from a video game shows a blurry poster and a white building in the background, with a yellow fire in the foreground"
train/Devil May Cry 2/frame_0107.png,"a screenshot from a video game shows a yellow line and a yellow and white line on the ground, with a wooden boat in the foreground"
train/Devil May Cry 2/frame_0108.png,"a screenshot from a video game shows a city street with a yellow line and a white sign in the foreground, and a building in the background"
train/Devil May Cry 2/frame_0109.png,"a screenshot from a video game shows a yellow line and a white sign in the foreground, with a building in the background"
train/Devil May Cry 2/frame_0110.png,"a screenshot from a video game shows a character standing in front of a building, holding a white and red umbrella, with a brown wooden bench in the background"
train/Devil May Cry 2/frame_0114.png,"a screenshot from a video game shows a wall in the background, with no other objects visible in the image"
train/Devil May Cry 2/frame_0115.png,"a screenshot from a video game shows an orange wall and a black chair in the background, with a metal and silver handle visible on the left and a black handle on the right"
train/Devil May Cry 2/frame_0116.png,"a screenshot from a video game shows an orange wall in the background, with a black handle visible on the left side of the image"
train/Devil May Cry 2/frame_0117.png,"a screenshot from a video game shows a room with a wood wall and shelf on the left, followed by a brown and wood wall on the right, there is a wood shelf with the"
train/Devil May Cry 2/frame_0118.png,"a screenshot from a video game shows a building with a clock on its facade, surrounded by a green tree and a blue sky"
train/Devil May Cry 2/frame_0119.png,a screenshot from a video game shows a brick building with an open window and a red flag in the foreground
train/Devil May Cry 2/frame_0120.png,"a screenshot from a video game shows a brick building with an open window and a blue clock on the left, and a white and blue clock on the right"
train/Devil May Cry 2/frame_0121.png,a screenshot from a video game shows a brick building with a green roof and an open dark door
train/Devil May Cry 2/frame_0122.png,a screenshot from a video game shows a cityscape with tall buildings and glass windows against a dark sky
train/Devil May Cry 2/frame_0123.png,"a screenshot from a video game shows a cityscape with tall buildings and a metal pole in the foreground, under a dark sky with a white moon in the background"
train/Devil May Cry 3_ Dante_s Awakening/frame_0001.png,"a screenshot from a video game shows a building in the background, with a red fire extinguisher visible on the left"
train/Devil May Cry 3_ Dante_s Awakening/frame_0002.png,"a screenshot from a video game shows a person standing in front of a stone wall, with a green light in the background the person ' s arm is visible in the foreground, and"
train/Devil May Cry 3_ Dante_s Awakening/frame_0005.png,"a screenshot from a video game shows a character in a red dress standing in front of a wall, with a black tail visible in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0006.png,"a screenshot from a video game shows a scene with a red umbrella and a white candle in the foreground, and a black leg in the background the caption suggests that the player is"
train/Devil May Cry 3_ Dante_s Awakening/frame_0020.png,"a screenshot from a video game shows a wall in the background, with no other objects visible in the image"
train/Devil May Cry 3_ Dante_s Awakening/frame_0021.png,"a screenshot from a video game shows a cityscape featuring a tall building and a building in the background, with a black horse in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0022.png,"a screenshot from a video game shows a cityscape with tall buildings and a metal pole in the foreground, and a red flag waving in the distance"
train/Devil May Cry 3_ Dante_s Awakening/frame_0023.png,"a screenshot from a video game shows a cityscape with tall buildings and a white awning in the foreground, and a building in the background"
train/Devil May Cry 3_ Dante_s Awakening/frame_0024.png,"a screenshot from a video game shows a cityscape featuring tall buildings, a white sign, and a purple light"
train/Devil May Cry 3_ Dante_s Awakening/frame_0032.png,"a screenshot from a video game shows a person standing in front of a building, with a red light visible in the background"
train/Devil May Cry 3_ Dante_s Awakening/frame_0033.png,"a screenshot from a video game shows a metal pole and a yellow light in the background, with a blurry figure in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0034.png,"a screenshot from a video game shows a tiled floor and a black wall in the background, with a person wearing a red dress in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0035.png,"a screenshot from a video game shows a white horse standing in front of a building, with a metal pole in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0037.png,"a screenshot from a video game shows a brick building with a wood and brown door, illuminated by a neon sign"
train/Devil May Cry 3_ Dante_s Awakening/frame_0038.png,"a screenshot from a video game shows a brick building with a wood and brown door, illuminated by a red light, and a large rock in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0042.png,"a screenshot from a video game shows a scene with a white and black wall in the background in the foreground, there are two black heads, one of which is visible in the fore"
train/Devil May Cry 3_ Dante_s Awakening/frame_0045.png,"a screenshot from a video game shows a black cat and a black dog standing in front of a blurry tree, with the cat ' s pointy ear visible in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0046.png,"a screenshot from a video game shows a white and black poster and a bright light in the background, with a white face visible in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0047.png,"a screenshot from a video game shows a character with gray and white hair standing in front of a white wall, with a brown pocket visible on the left side of the image"
train/Devil May Cry 3_ Dante_s Awakening/frame_0048.png,"a screenshot from a video game shows a red - robed character standing in front of a black poster, with a black hand visible in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0049.png,"a screenshot from a video game shows a player standing in front of a white wall, with a black and white cat on the left and a white and gray dog on the right the player"
train/Devil May Cry 3_ Dante_s Awakening/frame_0050.png,"a screenshot from a video game shows a scene with a red and white striped object on the left, a white and black striped object in the center, and a black and white object on"
train/Devil May Cry 3_ Dante_s Awakening/frame_0051.png,"a screenshot from a video game shows a black horse in the foreground, with an arrow pointing to the right indicating the direction of the horse ' s movement"
train/Devil May Cry 3_ Dante_s Awakening/frame_0052.png,"a screenshot from a video game shows a black dinosaur and a black head in the foreground, with a white and black poster in the background the caption suggests that the player is trying"
train/Devil May Cry 3_ Dante_s Awakening/frame_0053.png,"a screenshot from a video game shows a black poster and a red light in the background, with a hand visible in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0054.png,"a screenshot from a video game shows a red light and a black leg in the foreground, with a white and black poster in the background"
train/Devil May Cry 3_ Dante_s Awakening/frame_0055.png,"a screenshot from a video game shows a character standing in front of a white wall, with a black and white background the character ' s face is visible, as well as their hands and"
train/Devil May Cry 3_ Dante_s Awakening/frame_0058.png,"a screenshot from a video game shows a cityscape with a tall building in the foreground, a street with parked cars on the right, and a building with a green roof in"
train/Devil May Cry 3_ Dante_s Awakening/frame_0059.png,"a screenshot from a video game shows a blurry hand holding a camera, with a white building in the background and a person ' s arm visible in the foreground"
train/Devil May Cry 3_ Dante_s Awakening/frame_0060.png,"a screenshot from a video game shows a person holding a white star, with a black hand visible in the foreground"
